okay it better now but why it change from LIMIT_ACTIVE to PASS_THROUGH and imedely change to OVERSHOOT and go again to LIMIT_ACTIVE and analiytic the logs
[2026-01-15 13:35:14.256] Speed=54.0 km/h, RPM=2137, APS_in=(0.973V,1.874V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:14.363] Speed=54.0 km/h, RPM=2137, APS_in=(0.980V,1.876V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=25.00 km/h/s
[2026-01-15 13:35:14.472] Speed=54.0 km/h, RPM=2137, APS_in=(0.983V,1.877V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:14.472] Speed=54.0 km/h, RPM=2137, APS_in=(0.988V,1.890V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:14.586] Speed=54.0 km/h, RPM=2112, APS_in=(1.001V,1.900V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:14.705] Speed=54.0 km/h, RPM=2112, APS_in=(0.996V,1.890V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:14.806] Speed=54.0 km/h, RPM=2112, APS_in=(0.993V,1.890V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:14.918] Speed=54.0 km/h, RPM=2112, APS_in=(0.993V,1.893V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:15.023] Speed=54.0 km/h, RPM=2112, APS_in=(0.991V,1.892V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:15.137] Speed=54.0 km/h, RPM=2112, APS_in=(0.989V,1.890V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:15.239] Speed=54.0 km/h, RPM=2112, APS_in=(0.996V,1.893V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:15.355] Speed=54.0 km/h, RPM=2112, APS_in=(0.995V,1.893V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:15.468] Speed=54.0 km/h, RPM=2100, APS_in=(0.996V,1.893V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:15.468] Speed=54.0 km/h, RPM=2100, APS_in=(0.995V,1.893V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:15.573] Speed=54.0 km/h, RPM=2100, APS_in=(0.995V,1.893V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:15.691] Speed=54.0 km/h, RPM=2100, APS_in=(0.992V,1.890V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:15.788] Speed=54.0 km/h, RPM=2100, APS_in=(0.991V,1.892V), APS_out=(0.350V,1.201V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:15.905] STATE LIMIT_ACTIVE -> OVERSHOOT_CONTROL
[2026-01-15 13:35:15.905] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:15.905] Speed=54.0 km/h, RPM=2112, APS_in=(0.995V,1.893V), APS_out=(0.350V,1.179V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:16.006] Speed=54.0 km/h, RPM=2125, APS_in=(1.001V,1.893V), APS_out=(0.350V,1.179V), Relay=ON, State=LIMIT_ACTIVE, Accel=-16.67 km/h/s
[2026-01-15 13:35:16.006] STATE LIMIT_ACTIVE -> OVERSHOOT_CONTROL
[2026-01-15 13:35:16.124] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:16.124] Speed=54.0 km/h, RPM=2112, APS_in=(0.996V,1.893V), APS_out=(0.350V,1.157V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:16.124] STATE LIMIT_ACTIVE -> OVERSHOOT_CONTROL
[2026-01-15 13:35:16.124] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:16.222] Speed=54.0 km/h, RPM=2112, APS_in=(0.992V,1.893V), APS_out=(0.350V,1.151V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:16.222] STATE LIMIT_ACTIVE -> OVERSHOOT_CONTROL
[2026-01-15 13:35:16.222] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:16.339] STATE LIMIT_ACTIVE -> OVERSHOOT_CONTROL
[2026-01-15 13:35:16.339] Speed=56.0 km/h, RPM=2112, APS_in=(0.986V,1.890V), APS_out=(0.350V,1.130V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=25.00 km/h/s
[2026-01-15 13:35:16.457] Speed=56.0 km/h, RPM=2112, APS_in=(0.982V,1.880V), APS_out=(0.350V,1.006V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:16.550] Speed=56.0 km/h, RPM=1987, APS_in=(0.976V,1.876V), APS_out=(0.350V,0.956V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:16.672] Speed=56.0 km/h, RPM=1900, APS_in=(0.980V,1.876V), APS_out=(0.350V,0.906V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:16.672] Speed=56.0 km/h, RPM=1812, APS_in=(0.985V,1.887V), APS_out=(0.350V,0.856V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:16.770] Speed=56.0 km/h, RPM=1812, APS_in=(1.002V,1.903V), APS_out=(0.350V,0.806V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:16.879] Speed=56.0 km/h, RPM=1650, APS_in=(1.002V,1.903V), APS_out=(0.350V,0.756V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:16.988] Speed=56.0 km/h, RPM=1600, APS_in=(0.998V,1.896V), APS_out=(0.350V,0.706V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:17.098] Speed=56.0 km/h, RPM=1600, APS_in=(1.002V,1.899V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:17.208] Speed=56.0 km/h, RPM=1600, APS_in=(1.002V,1.896V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:17.320] Speed=56.0 km/h, RPM=1475, APS_in=(0.998V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:17.429] Speed=56.0 km/h, RPM=1475, APS_in=(0.999V,1.896V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:17.539] Speed=56.0 km/h, RPM=1412, APS_in=(0.996V,1.895V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:17.650] Speed=56.0 km/h, RPM=1412, APS_in=(0.976V,1.880V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:17.755] Speed=56.0 km/h, RPM=1412, APS_in=(0.964V,1.871V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:17.872] Speed=56.0 km/h, RPM=1387, APS_in=(0.964V,1.870V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:17.872] Speed=56.0 km/h, RPM=1362, APS_in=(0.964V,1.870V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:17.973] Speed=56.0 km/h, RPM=1362, APS_in=(0.964V,1.871V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:18.090] Speed=56.0 km/h, RPM=1275, APS_in=(0.964V,1.870V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:18.206] Speed=56.0 km/h, RPM=1275, APS_in=(0.966V,1.870V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:18.306] Speed=56.0 km/h, RPM=1212, APS_in=(0.966V,1.870V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:18.409] Speed=56.0 km/h, RPM=1212, APS_in=(0.966V,1.873V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:18.519] Speed=56.0 km/h, RPM=1187, APS_in=(0.964V,1.868V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:18.633] Speed=56.0 km/h, RPM=1175, APS_in=(0.964V,1.867V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:18.738] Speed=56.0 km/h, RPM=1162, APS_in=(0.961V,1.852V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:18.850] Speed=56.0 km/h, RPM=1162, APS_in=(0.947V,1.835V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:18.961] Speed=56.0 km/h, RPM=1175, APS_in=(0.955V,1.839V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:19.071] Speed=56.0 km/h, RPM=1175, APS_in=(0.973V,1.856V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:19.071] Speed=56.0 km/h, RPM=1187, APS_in=(0.966V,1.854V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:19.180] Speed=56.0 km/h, RPM=1187, APS_in=(0.925V,1.779V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:19.290] Speed=56.0 km/h, RPM=1200, APS_in=(0.607V,1.158V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:19.401] Speed=56.0 km/h, RPM=1212, APS_in=(0.406V,0.777V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:19.505] Speed=56.0 km/h, RPM=1212, APS_in=(0.404V,0.775V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:19.622] Speed=56.0 km/h, RPM=1225, APS_in=(0.403V,0.775V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:19.722] Speed=56.0 km/h, RPM=1225, APS_in=(0.407V,0.777V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:19.839] Speed=56.0 km/h, RPM=1225, APS_in=(0.406V,0.775V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:19.952] Speed=56.0 km/h, RPM=1225, APS_in=(0.403V,0.774V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:19.952] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:20.056] Speed=56.0 km/h, RPM=1225, APS_in=(0.409V,0.778V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:20.056] STATE LIMIT_ACTIVE -> OVERSHOOT_CONTROL
[2026-01-15 13:35:20.056] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:20.171] STATE LIMIT_ACTIVE -> OVERSHOOT_CONTROL
[2026-01-15 13:35:20.171] Speed=56.0 km/h, RPM=1237, APS_in=(0.406V,0.777V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:20.171] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:20.171] STATE LIMIT_ACTIVE -> OVERSHOOT_CONTROL
[2026-01-15 13:35:20.171] Speed=56.0 km/h, RPM=1237, APS_in=(0.404V,0.775V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:20.171] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:20.272] STATE LIMIT_ACTIVE -> OVERSHOOT_CONTROL
[2026-01-15 13:35:20.272] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:20.272] Speed=56.0 km/h, RPM=1237, APS_in=(0.404V,0.771V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:20.389] STATE LIMIT_ACTIVE -> OVERSHOOT_CONTROL
[2026-01-15 13:35:20.389] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:20.389] Speed=54.0 km/h, RPM=1212, APS_in=(0.403V,0.769V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=-25.00 km/h/s
[2026-01-15 13:35:20.488] Speed=54.0 km/h, RPM=1212, APS_in=(0.400V,0.769V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:20.605] Speed=54.0 km/h, RPM=1212, APS_in=(0.396V,0.769V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:20.723] Speed=54.0 km/h, RPM=1212, APS_in=(0.387V,0.763V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:20.831] Speed=54.0 km/h, RPM=1212, APS_in=(0.390V,0.759V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:20.956] Speed=54.0 km/h, RPM=1212, APS_in=(0.390V,0.760V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:21.053] Speed=54.0 km/h, RPM=1225, APS_in=(0.390V,0.762V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:21.162] Speed=54.0 km/h, RPM=1225, APS_in=(0.399V,0.769V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:21.162] STATE LIMIT_ACTIVE -> PASS_THROUGH
[2026-01-15 13:35:21.162] STATE PASS_THROUGH -> OVERSHOOT_CONTROL
[2026-01-15 13:35:21.162] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:21.271] Speed=54.0 km/h, RPM=1225, APS_in=(0.428V,0.801V), APS_out=(0.387V,0.762V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:21.271] STATE LIMIT_ACTIVE -> PASS_THROUGH
[2026-01-15 13:35:21.271] STATE PASS_THROUGH -> OVERSHOOT_CONTROL
[2026-01-15 13:35:21.271] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:21.271] Speed=54.0 km/h, RPM=1212, APS_in=(0.423V,0.797V), APS_out=(0.406V,0.775V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:21.381] STATE LIMIT_ACTIVE -> PASS_THROUGH
[2026-01-15 13:35:21.381] STATE PASS_THROUGH -> OVERSHOOT_CONTROL
[2026-01-15 13:35:21.381] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:21.381] Speed=54.0 km/h, RPM=1212, APS_in=(0.423V,0.797V), APS_out=(0.403V,0.775V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:21.381] STATE LIMIT_ACTIVE -> PASS_THROUGH
[2026-01-15 13:35:21.381] STATE PASS_THROUGH -> OVERSHOOT_CONTROL
[2026-01-15 13:35:21.489] Speed=50.0 km/h, RPM=1225, APS_in=(0.423V,0.796V), APS_out=(0.388V,0.763V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:21.605] Speed=50.0 km/h, RPM=1225, APS_in=(0.421V,0.791V), APS_out=(0.388V,0.763V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:21.713] Speed=50.0 km/h, RPM=1225, APS_in=(0.423V,0.796V), APS_out=(0.388V,0.763V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:21.823] Speed=50.0 km/h, RPM=1225, APS_in=(0.422V,0.793V), APS_out=(0.388V,0.763V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:21.928] Speed=50.0 km/h, RPM=1237, APS_in=(0.415V,0.785V), APS_out=(0.388V,0.763V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:22.043] Speed=50.0 km/h, RPM=1225, APS_in=(0.394V,0.766V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:22.153] Speed=50.0 km/h, RPM=1225, APS_in=(0.385V,0.759V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:22.255] Speed=50.0 km/h, RPM=1225, APS_in=(0.387V,0.762V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:22.372] Speed=50.0 km/h, RPM=1225, APS_in=(0.385V,0.759V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:22.372] Speed=50.0 km/h, RPM=1225, APS_in=(0.387V,0.763V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=65.22 km/h/s
[2026-01-15 13:35:22.473] Speed=44.0 km/h, RPM=1225, APS_in=(0.390V,0.762V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:22.589] Speed=44.0 km/h, RPM=1225, APS_in=(0.385V,0.762V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:22.705] Speed=44.0 km/h, RPM=1225, APS_in=(0.387V,0.759V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:22.807] Speed=44.0 km/h, RPM=1225, APS_in=(0.390V,0.762V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:22.922] Speed=42.0 km/h, RPM=1225, APS_in=(0.385V,0.762V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:23.024] Speed=44.0 km/h, RPM=1212, APS_in=(0.394V,0.769V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:23.140] Speed=42.0 km/h, RPM=1225, APS_in=(0.393V,0.766V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:23.240] Speed=44.0 km/h, RPM=1225, APS_in=(0.388V,0.763V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:23.240] STATE OVERSHOOT_CONTROL -> PASS_THROUGH
[2026-01-15 13:35:23.347] Speed=40.0 km/h, RPM=1225, APS_in=(0.400V,0.769V), APS_out=(0.400V,0.769V), Relay=OFF, State=PASS_THROUGH, Accel=-25.00 km/h/s
[2026-01-15 13:35:23.457] Speed=44.0 km/h, RPM=1225, APS_in=(0.406V,0.775V), APS_out=(0.406V,0.775V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:23.568] Speed=40.0 km/h, RPM=1200, APS_in=(0.406V,0.775V), APS_out=(0.406V,0.775V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:23.568] Speed=40.0 km/h, RPM=1200, APS_in=(0.406V,0.775V), APS_out=(0.406V,0.775V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:23.678] Speed=40.0 km/h, RPM=1200, APS_in=(0.406V,0.774V), APS_out=(0.406V,0.774V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:23.786] Speed=40.0 km/h, RPM=1200, APS_in=(0.406V,0.777V), APS_out=(0.406V,0.777V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:23.895] Speed=38.0 km/h, RPM=1175, APS_in=(0.406V,0.775V), APS_out=(0.406V,0.775V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:24.006] Speed=40.0 km/h, RPM=1175, APS_in=(0.406V,0.774V), APS_out=(0.406V,0.774V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:24.117] Speed=38.0 km/h, RPM=1175, APS_in=(0.407V,0.775V), APS_out=(0.407V,0.775V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:24.222] Speed=40.0 km/h, RPM=1175, APS_in=(0.406V,0.777V), APS_out=(0.406V,0.777V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:24.338] Speed=38.0 km/h, RPM=1175, APS_in=(0.407V,0.775V), APS_out=(0.407V,0.775V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:24.455] Speed=40.0 km/h, RPM=1175, APS_in=(0.413V,0.782V), APS_out=(0.413V,0.782V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:24.555] Speed=38.0 km/h, RPM=1175, APS_in=(0.413V,0.782V), APS_out=(0.413V,0.782V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:24.673] Speed=38.0 km/h, RPM=1175, APS_in=(0.409V,0.775V), APS_out=(0.409V,0.775V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:24.673] Speed=38.0 km/h, RPM=1175, APS_in=(0.409V,0.781V), APS_out=(0.409V,0.781V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:24.774] Speed=38.0 km/h, RPM=1175, APS_in=(0.413V,0.782V), APS_out=(0.413V,0.782V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:24.878] Speed=38.0 km/h, RPM=1212, APS_in=(0.404V,0.774V), APS_out=(0.404V,0.774V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:24.989] Speed=38.0 km/h, RPM=1212, APS_in=(0.387V,0.762V), APS_out=(0.387V,0.762V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:25.101] Speed=36.0 km/h, RPM=1212, APS_in=(0.390V,0.762V), APS_out=(0.390V,0.762V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:25.210] Speed=38.0 km/h, RPM=1212, APS_in=(0.391V,0.768V), APS_out=(0.391V,0.768V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:25.320] Speed=34.0 km/h, RPM=1212, APS_in=(0.391V,0.763V), APS_out=(0.391V,0.763V), Relay=OFF, State=PASS_THROUGH, Accel=-25.00 km/h/s
[2026-01-15 13:35:25.425] Speed=38.0 km/h, RPM=1212, APS_in=(0.390V,0.766V), APS_out=(0.390V,0.766V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:25.539] Speed=34.0 km/h, RPM=1200, APS_in=(0.396V,0.768V), APS_out=(0.396V,0.768V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:25.647] Speed=34.0 km/h, RPM=1200, APS_in=(0.421V,0.793V), APS_out=(0.421V,0.793V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:25.755] Speed=32.0 km/h, RPM=1200, APS_in=(0.426V,0.797V), APS_out=(0.426V,0.797V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:25.864] Speed=34.0 km/h, RPM=1200, APS_in=(0.422V,0.797V), APS_out=(0.422V,0.797V), Relay=OFF, State=PASS_THROUGH, Accel=23.81 km/h/s
[2026-01-15 13:35:25.972] Speed=30.0 km/h, RPM=1200, APS_in=(0.423V,0.796V), APS_out=(0.423V,0.796V), Relay=OFF, State=PASS_THROUGH, Accel=-34.48 km/h/s
[2026-01-15 13:35:25.972] Speed=34.0 km/h, RPM=1225, APS_in=(0.422V,0.796V), APS_out=(0.422V,0.796V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
[2026-01-15 13:35:26.085] Speed=30.0 km/h, RPM=1225, APS_in=(0.422V,0.793V), APS_out=(0.422V,0.793V), Relay=OFF, State=PASS_THROUGH, Accel=0.00 km/h/s
